EmployeeId,Age,Ageband,Gender,Department,JobRole,BusinessTravel,MaritalStatus,TenureBand,YearsInCurrentRole,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,MonthlyIncome,OverTime,Attrition,AttritionFlag,YearsAtCompany
277,34,25-34, Male,Research & Development,Research Scientist,Travel_Frequently,Divorced,5-10 Years,3,3,3,4,4,4,3,3815,true,false,0,5
281,40,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,2,3,4,3,3,4,3,2741,true,false,0,7
282,38,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,1-3 Years,0,3,1,2,2,3,3,6673,true,true,1,1
283,29,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,4,3,4,2,4,2,4,7639,false,true,1,10
284,22,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,3-5  Years,2,4,2,4,1,2,3,2328,true,false,0,4
286,36,35-44,Female,Research & Development,Laboratory Technician,Travel_Frequently,Single,5-10 Years,1,3,4,2,1,3,3,2153,false,false,0,8
287,40,35-44, Male,Research & Development,Healthcare Representative,Non-Travel,Married,3-5  Years,2,2,4,4,4,1,3,4876,false,false,0,3
288,46,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,3-5  Years,2,3,1,4,3,3,3,9396,false,false,0,4
291,32,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,8,1,4,4,3,2,3,10400,false,true,1,14
292,30,25-34, Male,Research & Development,Manufacturing Director,Non-Travel,Single,10+ Years,8,2,3,3,3,3,4,8474,false,false,0,11
293,27,25-34,Female,Sales,Sales Executive,Travel_Frequently,Single,5-10 Years,7,3,3,4,4,3,3,9981,false,false,0,7
296,51,45-54, Male,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,9,2,2,2,4,1,3,12490,false,false,0,10
297,30,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,2,3,1,4,3,3,3,2657,true,true,1,5
298,41,35-44,Female,Sales,Manager,Travel_Rarely,Single,1-3 Years,0,3,4,4,3,3,3,13591,true,false,0,1
299,30,25-34,Female,Sales,Sales Executive,Travel_Frequently,Single,5-10 Years,3,2,1,3,3,2,3,6696,false,true,1,6
300,29,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,2,3,3,3,4,2,3,2058,false,true,1,6
302,45,45-54,Female,Sales,Sales Executive,Non-Travel,Single,10+ Years,7,2,4,4,4,3,3,8865,false,false,0,19
303,54,45-54,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,2,3,1,4,4,3,3,5940,false,false,0,6
304,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,10+ Years,11,3,2,4,4,4,3,5914,false,false,0,13
305,33,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,2,2,3,4,3,4,2622,false,false,0,3
306,37,35-44, Male,Research & Development,Research Director,Travel_Frequently,Divorced,10+ Years,8,3,4,2,3,3,3,12185,true,false,0,10
307,38,35-44, Male,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,10,3,3,1,3,2,3,10609,false,false,0,16
308,31,25-34, Male,Research & Development,Manufacturing Director,Non-Travel,Married,5-10 Years,4,1,3,3,4,3,3,4345,false,false,0,5
309,59,55+, Male,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,0,2,4,3,1,3,3,2177,false,false,0,1
311,37,35-44, Male,Sales,Sales Representative,Travel_Frequently,Divorced,5-10 Years,8,3,4,1,3,3,3,2793,false,false,0,9
312,29,25-34,Female,Sales,Sales Executive,Travel_Frequently,Married,10+ Years,10,3,4,2,4,3,3,7918,false,false,0,11
314,35,35-44,Female,Sales,Sales Executive,Travel_Frequently,Single,10+ Years,7,3,3,3,1,4,3,8789,false,false,0,10
315,29,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,3,2,4,3,3,2,3,2389,true,true,1,4
316,52,45-54,Female,Research & Development,Laboratory Technician,Travel_Rarely,Single,1-3 Years,2,2,4,3,2,2,3,3212,false,false,0,2
319,42,35-44, Male,Research & Development,Manager,Travel_Rarely,Married,10+ Years,17,3,4,3,4,3,3,19232,false,false,0,22
321,59,55+, Male,Human Resources,Human Resources,Travel_Rarely,Married,1-3 Years,2,3,3,2,4,2,3,2267,false,false,0,2
323,50,45-54,Female,Sales,Manager,Travel_Rarely,Divorced,5-10 Years,0,3,4,4,3,2,3,19517,false,false,0,7
325,33,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,4,3,4,3,3,1,3,2436,true,true,1,5
327,43,35-44,Female,Sales,Manager,Travel_Rarely,Married,10+ Years,13,3,4,4,3,3,4,16064,true,false,0,17
328,33,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,7,3,1,1,1,4,4,2707,false,true,1,9
329,52,45-54, Male,Sales,Manager,Non-Travel,Single,10+ Years,7,2,3,1,4,4,3,19068,true,false,0,33
330,32,25-34,Female,Sales,Sales Representative,Travel_Rarely,Married,3-5  Years,3,3,2,3,1,3,3,3931,false,false,0,4
331,32,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,2,2,3,4,4,1,3,3730,true,true,1,3
332,39,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3-5  Years,2,3,3,3,3,3,3,2232,false,false,0,3
333,32,25-34, Male,Sales,Sales Executive,Non-Travel,Married,3-5  Years,2,3,4,3,1,3,3,4465,false,false,0,3
334,41,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,1-3 Years,0,3,1,3,1,2,3,3072,false,false,0,1
335,40,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,5-10 Years,8,3,4,1,1,3,3,3319,false,false,0,9
336,45,45-54, Male,Research & Development,Manager,Travel_Rarely,Married,10+ Years,0,4,4,3,3,3,3,19202,false,false,0,24
337,31,25-34, Male,Research & Development,Research Director,Travel_Frequently,Divorced,1-3 Years,2,3,3,2,1,3,3,13675,false,false,0,2
338,33,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,2,2,4,3,3,2,3,2911,false,false,0,2
339,34,25-34, Male,Research & Development,Manufacturing Director,Travel_Rarely,Married,10+ Years,9,2,1,4,2,3,3,5957,false,false,0,11
340,37,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,1,2,1,3,1,2,3,3920,false,false,0,3
341,45,45-54, Male,Research & Development,Manufacturing Director,Travel_Frequently,Married,3-5  Years,2,4,3,1,4,3,3,6434,false,false,0,3
342,37,35-44, Male,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,1-3 Years,0,3,3,1,2,3,3,10048,false,true,1,1
343,39,35-44,Female,Research & Development,Healthcare Representative,Travel_Frequently,Single,10+ Years,6,3,3,3,4,3,4,10938,false,false,0,19
346,29,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,5,3,4,3,1,3,3,2340,false,false,0,6
347,42,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,2,4,1,4,3,3,3,6545,true,false,0,3
349,29,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,3-5  Years,2,3,4,4,4,3,3,6931,false,false,0,3
350,25,25-34,Female,Research & Development,Manufacturing Director,Travel_Rarely,Married,3-5  Years,2,3,3,1,4,3,3,4898,false,false,0,4
351,42,35-44,Female,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,5-10 Years,6,2,1,4,3,3,3,2593,true,false,0,9
352,40,35-44, Male,Research & Development,Research Director,Travel_Rarely,Divorced,10+ Years,7,3,3,1,4,3,3,19436,false,false,0,21
353,51,45-54, Male,Research & Development,Research Scientist,Travel_Rarely,Married,1-3 Years,0,3,4,3,2,2,3,2723,false,false,0,1
355,31,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Single,5-10 Years,4,2,2,3,2,4,3,3479,false,true,1,5
359,32,25-34, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,5-10 Years,1,4,2,2,3,1,4,2794,false,false,0,5
361,38,35-44, Male,Sales,Sales Executive,Non-Travel,Married,5-10 Years,7,2,4,4,4,3,3,5249,false,false,0,8
362,32,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,5-10 Years,2,2,1,4,4,3,3,2176,false,false,0,6
363,46,45-54,Female,Sales,Manager,Travel_Rarely,Married,5-10 Years,7,1,2,3,2,2,3,16872,true,false,0,7
364,28,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,<1Year,0,3,3,1,3,1,3,3485,false,true,1,0
366,29,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,<1Year,0,2,2,1,2,3,3,6644,false,false,0,0
367,31,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,5-10 Years,0,2,4,2,2,3,4,5582,false,false,0,9
369,25,25-34, Male,Research & Development,Healthcare Representative,Non-Travel,Divorced,5-10 Years,3,4,1,2,4,3,3,4000,false,false,0,6
372,45,45-54, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,10+ Years,7,3,4,3,2,3,3,13496,true,false,0,20
373,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,13,3,4,4,3,3,3,3210,false,false,0,15
374,55,55+, Male,Research & Development,Manager,Travel_Rarely,Single,10+ Years,10,3,1,4,3,3,3,19045,true,false,0,36
376,47,45-54, Male,Research & Development,Manager,Non-Travel,Married,10+ Years,7,3,2,1,4,2,3,11849,true,true,1,10
377,28,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,2,3,4,4,4,2,4,2070,false,false,0,5
378,37,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,4,3,4,3,2,4,3,6502,false,false,0,5
379,21,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,2,2,3,4,1,4,3,3230,false,false,0,3
380,37,35-44,Female,Research & Development,Research Director,Non-Travel,Divorced,5-10 Years,2,3,4,1,1,3,3,13603,true,false,0,5
381,35,35-44,Female,Research & Development,Manager,Travel_Rarely,Divorced,5-10 Years,7,4,2,2,2,2,3,11996,false,false,0,7
382,38,35-44,Female,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,0,4,1,1,3,3,4,5605,true,false,0,8
384,26,25-34,Female,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,5-10 Years,5,3,2,3,1,1,4,6397,false,false,0,6
385,50,45-54, Male,Research & Development,Research Director,Travel_Rarely,Divorced,10+ Years,4,3,2,1,1,2,3,19144,false,false,0,10
386,53,45-54, Male,Research & Development,Research Director,Travel_Rarely,Married,5-10 Years,3,3,3,3,4,2,3,17584,true,false,0,5
387,42,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,16,3,3,2,3,3,4,4907,false,false,0,20
388,29,25-34, Male,Sales,Sales Executive,Travel_Frequently,Single,10+ Years,7,3,4,2,1,2,3,4554,false,false,0,10
389,55,55+, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,10+ Years,7,3,4,2,4,3,3,5415,true,false,0,10
390,26,25-34, Male,Research & Development,Healthcare Representative,Travel_Frequently,Married,5-10 Years,3,3,1,1,3,3,3,4741,true,false,0,5
391,37,35-44,Female,Research & Development,Research Scientist,Travel_Rarely,Single,10+ Years,12,3,4,4,2,3,3,2115,false,false,0,17
392,44,35-44, Male,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,1-3 Years,0,3,3,4,4,1,4,3161,true,true,1,1
393,38,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,1-3 Years,2,3,4,4,2,3,3,5745,false,false,0,2
394,26,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3-5  Years,2,3,2,1,4,3,3,2373,true,true,1,3
395,28,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,3,3,4,4,4,3,4,3310,false,false,0,5
396,49,45-54,Female,Research & Development,Research Director,Travel_Frequently,Single,3-5  Years,2,3,1,3,4,3,3,18665,true,false,0,3
397,36,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,0,3,2,3,4,3,3,4485,false,false,0,8
399,31,25-34,Female,Sales,Sales Representative,Travel_Frequently,Divorced,1-3 Years,2,3,2,4,3,2,3,2789,false,false,0,2
401,26,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,7,2,4,4,2,3,3,5828,true,true,1,8
403,37,35-44, Male,Research & Development,Research Scientist,Travel_Frequently,Married,3-5  Years,2,3,4,2,3,2,3,2326,true,false,0,4
404,42,35-44,Female,Sales,Sales Executive,Travel_Frequently,Married,10+ Years,4,3,2,3,4,4,3,13525,false,false,0,20
405,18,<25, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,<1Year,0,3,3,3,3,3,3,1420,false,true,1,0
406,35,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,9,3,2,3,3,2,3,8020,false,false,0,11
407,36,35-44, Male,Research & Development,Laboratory Technician,Travel_Frequently,Married,1-3 Years,0,4,4,3,4,3,3,3688,false,false,0,1
408,51,45-54, Male,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,3-5  Years,1,1,2,4,4,3,3,5482,false,false,0,4
410,41,35-44, Male,Sales,Manager,Travel_Rarely,Single,10+ Years,10,3,2,4,2,3,3,16015,false,false,0,22
411,18,<25,Female,Sales,Sales Representative,Travel_Rarely,Single,<1Year,0,2,3,4,1,3,3,1200,false,false,0,0
412,28,25-34, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,5-10 Years,3,4,1,2,3,3,3,5661,false,false,0,8
416,31,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,7,4,4,2,2,2,3,6929,false,false,0,8
417,39,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,10+ Years,10,4,4,3,1,2,3,9613,false,false,0,18
419,36,35-44,Female,Research & Development,Laboratory Technician,Non-Travel,Married,5-10 Years,8,3,2,2,3,3,3,5674,false,false,0,9
420,32,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,8,2,3,4,3,2,3,5484,false,false,0,13
421,38,35-44,Female,Research & Development,Research Director,Travel_Rarely,Married,10+ Years,8,2,2,1,3,3,3,12061,false,false,0,10
422,58,55+, Male,Research & Development,Healthcare Representative,Non-Travel,Divorced,5-10 Years,3,1,3,4,4,3,3,5660,true,false,0,5
423,31,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,2,3,4,3,3,3,3,4821,true,false,0,5
424,31,25-34, Male,Human Resources,Human Resources,Travel_Rarely,Married,1-3 Years,2,2,1,1,4,3,3,6410,false,false,0,2
425,45,45-54, Male,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,10+ Years,9,3,1,1,1,3,3,5210,false,false,0,24
426,31,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,1-3 Years,2,3,4,3,2,1,3,2695,true,false,0,2
428,33,25-34,Female,Research & Development,Manager,Travel_Frequently,Married,10+ Years,6,3,2,4,2,3,3,11878,false,false,0,10
429,39,35-44, Male,Research & Development,Manager,Travel_Rarely,Married,10+ Years,9,3,1,3,4,3,3,17068,true,false,0,21
430,43,35-44,Female,Research & Development,Laboratory Technician,Travel_Frequently,Single,5-10 Years,7,3,4,3,1,3,3,2455,false,false,0,8
431,49,45-54,Female,Research & Development,Healthcare Representative,Travel_Rarely,Single,5-10 Years,1,2,3,3,4,3,3,13964,true,false,0,7
433,52,45-54, Male,Research & Development,Research Scientist,Travel_Rarely,Married,5-10 Years,2,2,2,3,1,2,3,4941,false,true,1,8
434,27,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,3-5  Years,3,3,2,3,2,2,3,2478,true,false,0,4
436,32,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,10+ Years,12,2,2,3,4,3,3,5228,true,false,0,13
437,27,25-34, Male,Sales,Sales Executive,Travel_Rarely,Single,5-10 Years,4,3,3,4,1,3,3,4478,true,false,0,5
438,31,25-34, Male,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,7,3,4,4,4,3,3,7547,false,false,0,7
439,32,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Single,5-10 Years,7,4,4,1,3,2,3,5055,false,false,0,7
440,28,25-34, Male,Research & Development,Research Scientist,Travel_Rarely,Married,3-5  Years,2,1,4,1,4,2,3,3464,true,true,1,3
441,30,25-34,Female,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,8,3,4,4,4,3,3,5775,false,false,0,10
442,31,25-34,Female,Research & Development,Manufacturing Director,Travel_Frequently,Married,10+ Years,9,2,3,3,1,3,4,8943,false,false,0,10
444,39,35-44, Male,Research & Development,Manager,Travel_Frequently,Married,10+ Years,9,2,4,3,1,3,3,19272,false,false,0,21
445,39,35-44,Female,Sales,Sales Executive,Travel_Rarely,Married,1-3 Years,0,3,3,4,1,2,3,5238,true,true,1,1
446,33,25-34, Male,Sales,Sales Executive,Travel_Frequently,Single,5-10 Years,7,2,4,2,3,2,3,4682,false,false,0,7
447,47,45-54, Male,Research & Development,Research Director,Travel_Rarely,Married,3-5  Years,2,3,3,4,2,3,3,18300,false,false,0,3
448,43,35-44,Female,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,5-10 Years,7,2,3,3,2,4,3,5257,false,false,0,9
449,27,25-34, Male,Sales,Sales Executive,Non-Travel,Married,5-10 Years,4,3,2,3,4,3,3,6349,true,false,0,5
450,54,45-54,Female,Research & Development,Research Scientist,Travel_Frequently,Single,3-5  Years,3,3,3,4,4,2,3,4869,false,false,0,4
451,43,35-44,Female,Research & Development,Healthcare Representative,Travel_Rarely,Married,1-3 Years,0,3,1,3,1,2,3,9985,false,false,0,1
452,45,45-54, Male,Research & Development,Research Scientist,Travel_Rarely,Married,10+ Years,9,3,4,4,1,3,3,3697,false,false,0,10
453,40,35-44, Male,Sales,Sales Executive,Travel_Rarely,Married,3-5  Years,3,1,4,2,3,2,4,7457,true,false,0,4
454,29,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,7,1,1,2,4,2,3,2119,true,true,1,7
455,29,25-34, Male,Research & Development,Laboratory Technician,Travel_Rarely,Single,3-5  Years,2,2,4,2,3,3,3,3983,false,false,0,3
456,30,25-34,Female,Sales,Sales Executive,Travel_Rarely,Divorced,10+ Years,9,2,3,4,3,3,3,6118,false,false,0,10
458,27,25-34,Female,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,7,3,2,2,1,3,3,6214,false,false,0,8
460,37,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,5-10 Years,2,3,4,4,3,2,3,6347,false,false,0,6
461,38,35-44, Male,Research & Development,Research Director,Travel_Rarely,Divorced,10+ Years,10,2,4,3,2,3,3,11510,true,false,0,11
462,31,25-34,Female,Research & Development,Manufacturing Director,Travel_Rarely,Single,10+ Years,9,3,4,3,3,2,3,7143,true,false,0,11
463,29,25-34,Female,Sales,Sales Executive,Travel_Rarely,Divorced,5-10 Years,7,2,2,4,1,3,3,8268,true,false,0,7
464,35,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Single,10+ Years,6,3,2,3,4,3,3,8095,false,false,0,16
465,23,<25, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,3-5  Years,2,3,4,3,3,2,3,2904,false,false,0,4
466,41,35-44, Male,Research & Development,Manufacturing Director,Travel_Rarely,Single,5-10 Years,4,2,2,4,4,3,3,6032,true,false,0,5
467,47,45-54, Male,Sales,Sales Representative,Travel_Frequently,Single,<1Year,0,3,3,2,1,3,3,2976,false,false,0,0
468,42,35-44,Female,Research & Development,Research Director,Travel_Rarely,Single,1-3 Years,0,3,4,1,2,3,3,15992,false,false,0,1
469,29,25-34, Male,Sales,Sales Executive,Non-Travel,Married,3-5  Years,3,3,3,4,1,2,3,4649,false,false,0,4
470,42,35-44, Male,Human Resources,Human Resources,Travel_Rarely,Divorced,3-5  Years,2,3,3,3,3,3,3,2696,true,false,0,3
471,32,25-34,Female,Research & Development,Laboratory Technician,Travel_Rarely,Married,5-10 Years,0,3,2,3,3,3,3,2370,false,false,0,8
473,48,45-54,Female,Sales,Manager,Travel_Rarely,Married,<1Year,0,3,3,1,2,1,4,12504,false,false,0,0
474,37,35-44, Male,Research & Development,Research Scientist,Travel_Rarely,Divorced,5-10 Years,7,4,1,3,1,3,3,5974,true,false,0,7
475,30,25-34,Female,Sales,Sales Executive,Non-Travel,Married,1-3 Years,2,3,3,4,2,4,3,4736,true,false,0,2
476,26,25-34, Male,Sales,Sales Executive,Travel_Rarely,Married,5-10 Years,7,3,3,3,2,3,3,5296,false,false,0,8
477,42,35-44, Male,Research & Development,Healthcare Representative,Travel_Rarely,Single,1-3 Years,0,2,4,1,2,3,4,6781,false,false,0,1
478,21,<25,Female,Sales,Sales Representative,Travel_Frequently,Single,3-5  Years,2,2,2,1,3,3,3,2174,true,true,1,3
479,36,35-44,Female,Sales,Sales Executive,Non-Travel,Single,1-3 Years,0,3,4,4,2,3,3,6653,false,false,0,1
481,36,35-44, Male,Sales,Sales Executive,Travel_Frequently,Married,10+ Years,9,2,4,1,1,3,3,9699,false,false,0,13
482,57,55+, Male,Research & Development,Healthcare Representative,Travel_Rarely,Married,3-5  Years,2,3,3,4,3,3,3,6755,false,false,0,3
